Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62
SRR1039508	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.000321792)	(8, 0.00039777)	(9, 0.00193969)	(10, 0.00570286)	(11, 0.0031374700000000003)	(12, 0.0)	(13, 0.00152851)	(14, 0.0)	(15, 3.5754600000000005e-05)	(16, 1.3408e-05)	(17, 0.00463916)	(18, 0.00357546)	(19, 0.0201969)	(20, 0.0260383)	(21, 0.00248941)	(22, 0.0241165)	(23, 0.00701684)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.0)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0)	(60, 0.0)	(61, 0.0)	(62, 0.0)	(63, 0.0)
SRR1039509	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.000362629)	(8, 0.000445935)	(9, 0.00211697)	(10, 0.00610098)	(11, 0.00313625)	(12, 0.0)	(13, 0.00159753)	(14, 0.0)	(15, 2.4501899999999997e-05)	(16, 2.94023e-05)	(17, 0.00494449)	(18, 0.00349888)	(19, 0.0205424)	(20, 0.026030900000000003)	(21, 0.00232768)	(22, 0.0247813)	(23, 0.0076054)	(24, 0.0)	(25, 0.0)	(26, 0.0)	(27, 0.0)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 0.0)	(32, 0.0)	(33, 0.0)	(34, 0.0)	(35, 0.0)	(36, 0.0)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 0.0)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0)	(60, 0.0)	(61, 0.0)	(62, 0.0)	(63, 0.0)
SRR1039512	(1, 0.000339751)	(2, 0.0006130279999999999)	(3, 0.00105987)	(4, 0.00026958500000000003)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.47718e-05)	(11, 0.000731203)	(12, 0.0)	(13, 0.0)	(14, 0.0011078799999999999)	(15, 0.0)	(16, 0.0034196599999999997)	(17, 0.0)	(18, 7.38588e-05)	(19, 0.00228962)	(20, 0.0024078)	(21, 0.000228962)	(22, 0.00224531)	(23, 0.004161949999999999)	(24, 0.00654759)	(25, 0.00780688)	(26, 0.0017172200000000002)	(27, 0.0005280910000000001)	(28, 0.0)	(29, 0.000243734)	(30, 0.0)	(31, 0.000731203)	(32, 5.53941e-05)	(33, 0.0009195430000000001)	(34, 0.0)	(35, 0.000590871)	(36, 0.000993401)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 0.0)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 2.2186500000000002e-05)	(55, 0.0)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0037851200000000003)	(60, 0.000529188)	(61, 0.000344219)	(62, 0.000784829)	(63, 2.59198e-05)
SRR1039513	(1, 0.00171339)	(2, 0.0037707099999999996)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.000137572)	(13, 0.0)	(14, 0.0)	(15, 0.000343929)	(16, 0.000131318)	(17, 0.0)	(18, 0.0)	(19, 0.00014382499999999999)	(20, 5.6279299999999995e-05)	(21, 0.00135696)	(22, 0.000431474)	(23, 0.00111308)	(24, 0.00468369)	(25, 0.012731600000000001)	(26, 0.0)	(27, 0.0044148)	(28, 0.0)	(29, 0.0)	(30, 0.0)	(31, 4.37728e-05)	(32, 0.0007941630000000001)	(33, 0.00218238)	(34, 0.00171964)	(35, 0.000600312)	(36, 0.00046274099999999997)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 5.63304e-05)	(49, 0.0)	(50, 0.0)	(51, 6.2604400000000005e-06)	(52, 0.0)	(53, 0.0)	(54, 9.39305e-05)	(55, 1.2525299999999998e-05)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0006704240000000001)	(60, 0.000288265)	(61, 0.0)	(62, 0.0)	(63, 0.0005455039999999999)
SRR1039516	(1, 2.31031e-05)	(2, 0.00010011400000000001)	(3, 0.000327294)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.9252600000000003e-05)	(11, 7.31599e-05)	(12, 0.701365)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.00410081)	(17, 0.0)	(18, 0.0)	(19, 3.8505199999999995e-06)	(20, 0.00100499)	(21, 0.000254134)	(22, 0.0014747500000000001)	(23, 0.00100114)	(24, 0.00236037)	(25, 0.00151326)	(26, 0.000435109)	(27, 4.23557e-05)	(28, 3.8505199999999995e-06)	(29, 0.00014632)	(30, 1.54021e-05)	(31, 0.00145165)	(32, 0.00073545)	(33, 0.000188676)	(34, 0.000211779)	(35, 0.0008625169999999999)	(36, 0.000304191)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 1.1559900000000001e-05)	(48, 3.85359e-06)	(49, 7.70774e-06)	(50, 0.0)	(51, 1.54179e-05)	(52, 7.32412e-05)	(53, 0.0)	(54, 0.0)	(55, 0.0051205899999999995)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0)	(60, 0.0)	(61, 0.00116161)	(62, 0.0)	(63, 9.6519e-05)
SRR1039517	(1, 9.18113e-06)	(2, 8.26302e-05)	(3, 0.00032746)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 2.7543399999999998e-05)	(11, 0.000425393)	(12, 0.62544)	(13, 0.0)	(14, 0.0)	(15, 0.0)	(16, 0.0038744400000000003)	(17, 0.0)	(18, 0.0)	(19, 2.14226e-05)	(20, 0.0009976829999999999)	(21, 0.000287676)	(22, 0.00125169)	(23, 0.0008507850000000001)	(24, 0.0025646)	(25, 0.0012823)	(26, 0.00038560799999999996)	(27, 0.000100992)	(28, 0.0)	(29, 0.0001622)	(30, 6.1207600000000005e-06)	(31, 0.00115988)	(32, 0.000624317)	(33, 0.000146898)	(34, 0.00022340799999999997)	(35, 0.0008477249999999999)	(36, 0.00038254699999999995)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 3.06297e-06)	(48, 3.06323e-06)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 7.66094e-05)	(53, 0.0)	(54, 0.0)	(55, 0.0046288200000000005)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.0)	(60, 0.0)	(61, 0.00121525)	(62, 0.0)	(63, 0.000113607)
SRR1039520	(1, 0.0012887)	(2, 0.00210833)	(3, 2.46877e-05)	(4, 1.97502e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 8.88757e-05)	(13, 0.0)	(14, 0.0)	(15, 0.000222189)	(16, 8.88757e-05)	(17, 7.406309999999999e-05)	(18, 0.0)	(19, 0.000444379)	(20, 0.00241446)	(21, 0.0072631200000000005)	(22, 0.000296252)	(23, 0.000577692)	(24, 0.00560411)	(25, 0.0111342)	(26, 0.0012837600000000001)	(27, 0.00299709)	(28, 0.0)	(29, 0.0010912)	(30, 0.0)	(31, 0.000172814)	(32, 0.000577692)	(33, 0.00129857)	(34, 0.0010122)	(35, 0.000375253)	(36, 0.00142695)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 2.96564e-05)	(49, 0.0)	(50, 0.0)	(51, 0.0)	(52, 0.0)	(53, 0.0)	(54, 5.4401600000000004e-05)	(55, 1.97846e-05)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.000539433)	(60, 0.000178192)	(61, 0.0)	(62, 0.000188166)	(63, 0.00033679399999999996)
SRR1039521	(1, 0.00122134)	(2, 0.0024471600000000003)	(3, 4.0411900000000005e-05)	(4, 2.24511e-05)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(11, 0.0)	(12, 0.000130216)	(13, 0.0)	(14, 0.0)	(15, 0.000305334)	(16, 0.00011225499999999999)	(17, 9.878460000000001e-05)	(18, 0.0)	(19, 0.000498413)	(20, 0.0011944)	(21, 0.00500209)	(22, 0.000381668)	(23, 0.000669041)	(24, 0.00581482)	(25, 0.0116341)	(26, 0.000547806)	(27, 0.00312519)	(28, 0.0)	(29, 0.0009025319999999999)	(30, 0.0)	(31, 0.000193079)	(32, 0.000606178)	(33, 0.0014593199999999998)	(34, 0.00124379)	(35, 0.00041759)	(36, 0.0015356500000000002)	(37, 0.0)	(38, 0.0)	(39, 0.0)	(40, 0.0)	(41, 0.0)	(42, 0.0)	(43, 0.0)	(44, 0.0)	(45, 0.0)	(46, 0.0)	(47, 0.0)	(48, 1.34858e-05)	(49, 0.0)	(50, 0.0)	(51, 8.99337e-06)	(52, 0.0)	(53, 4.49769e-06)	(54, 0.000107957)	(55, 8.99758e-06)	(56, 0.0)	(57, 0.0)	(58, 0.0)	(59, 0.000540195)	(60, 0.00020711700000000002)	(61, 0.0)	(62, 0.000243248)	(63, 0.00037848)
